ACCESSION,NAME,TAXONOMY,ORIGIN,REPOSITORY,IMAGE,AVAILABILITY,RECEIVED,SOURCE TYPE,SOURCE DATE,COLLECTION SITE,COORDINATES,ELEVATION,HABITAT,IMPROVEMENT STATUS,NARRATIVE,NA,Var.18,Genus,Rank,Infraspecific,Species,Taxon
PI 617259,87176,Corylus heterophylla Fisch. ex Trautv.,"Nebraska, United States",COR,,Add to cart,1998,COLLECTED,1987,,,,,WILD,,1566627,PI 617259,Corylus,,,Corylus heterophylla,Corylus heterophylla  
PI 617260,86033,Corylus americana Marshall,"New Jersey, United States",COR,,Add to cart,1998,COLLECTED,1986,,,,,WILD,,1566628,PI 617260,Corylus,,,Corylus americana,Corylus americana  
PI 617261,87141,Corylus americana Marshall,"Oregon, United States",COR,,Add to cart,1998,DONATED,Feb-98,,,,,WILD,,1566629,PI 617261,Corylus,,,Corylus americana,Corylus americana  
PI 617262,87142,Corylus americana Marshall,"Oregon, United States",COR,,Add to cart,1998,DONATED,Feb-98,,,,,WILD,,1566630,PI 617262,Corylus,,,Corylus americana,Corylus americana  
PI 617263,87143,Corylus americana Marshall,"Michigan, United States",COR,,Add to cart,1998,COLLECTED,1987,,,,,WILD,,1566631,PI 617263,Corylus,,,Corylus americana,Corylus americana  
PI 617264,C. heterophylla 559.057 Liaoning,Corylus heterophylla Fisch. ex Trautv.,"Oregon, United States",COR,,Add to cart,1999,DONATED,7/26/1999,,,,,WILD,,1583727,PI 617264,Corylus,,,Corylus heterophylla,Corylus heterophylla  
PI 617265,Medium Long 18-32 EFB-resistant,Corylus  hybr.,"Oregon, United States",COR,,Add to cart,1999,DONATED,7/26/1999,,,,,BREEDING,,1583728,PI 617265,Corylus,,,Corylus hybr.,Corylus hybr.  
PI 617267,Fryer Pioneer Hazelnut,Corylus avellana L.,"Oregon, United States",COR,,Add to cart,1999,COLLECTED,6/4/1999,"Fryer Homestead in Scottsburg, Oregon","43.66667000, -123.80000000",10,Umqua river valley at tidewaters upper reach.,CULTIVAR,Layer taken from one of the oldest cultivated hazelnut in Oregon.,1587251,PI 617267,Corylus,,,Corylus avellana,Corylus avellana  
PI 617268,'Clark',Corylus avellana L.,"Oregon, United States",COR,,Add to cart,2000,DEVELOPED,Jan-99,,,,,CULTIVAR,"Release of 'Clark' Hazelnut. The Oregon Agricultural Experiment Station announces the release of a new hazelnut (Corylus avellana L.) cultivar. 'Clark' has smaller trees, higher yield efficiency, higher percent kernel, and kernels that are more easily blanched than the standard 'Barcelona'. The nuts fall free of the husk at maturity and can be mechanically harvested about 8 days earlier than 'Barcelona'. 'Clark', tested as OSU 276.142, resulted from a cross of 'Tombul Ghiaghli' from Greece with'Willamette' made in 1982. Light roasting and rubbing removes most of the pellicle of 'Clark' kernels, making them suitable for sale on the blanched kernel market. 'Clark' has a higher frequency of moldy kernels than 'Barcelona' but fewer than 'Willamette'. 'Clark' has a high level of quantitative resistance to eastern filbert blight caused by Anisogramma anomala (Peck) E. Muller, as determined by measuring the cankers which developed after exposure of potted trees under structures topped with diseased wood. Although not immune to eastern filbert blight, growers should be able to manage orchards of 'Clark' in the presence of the disease. Resistance to big bud mite (primarily Phyloplus avellanae Nal.) is also good. 'Clark' has incompatibility alleles S3 and S8. Both alleles are expressed in the stigmas and pollen. Female anthesis is very late, even later than 'Ennis'. Therefore, very late-shedding pollinizers are needed. 'Hall's Giant' is recommended for the earliest females to emerge.Very late-shedding OSU selections are recommended as pollinizers for the peak of female anthesis. 'Clark' is being released as a public variety and may be propagated without restriction. A list of nurseries propagating trees of 'Clark' may be obtained from the industry web site (www.oregonhazelnuts.org) or S. A. Mehlenbacher, Dept. of Horticulture, 4017 Agricultural and Life Sciences Bldg., Corvallis, OR 97331-7304.",1598257,PI 617268,Corylus,,,Corylus avellana,Corylus avellana  
PI 617272,OSU 557.119 Wisconsin,Corylus americana Marshall,"Oregon, United States",COR,,Add to cart,2000,DONATED,5/3/2000,,,,,BREEDING,,1604589,PI 617272,Corylus,,,Corylus americana,Corylus americana  
PI 617273,OSU 557.122 Wisconsin,Corylus americana Marshall,"Oregon, United States",COR,,Add to cart,2000,DONATED,5/3/2000,,,,,BREEDING,,1604590,PI 617273,Corylus,,,Corylus americana,Corylus americana  
PI 617274,OSU 557.136 Wisconsin,Corylus americana Marshall,"Oregon, United States",COR,,Add to cart,2000,DONATED,5/3/2000,,,,,WILD,,1604591,PI 617274,Corylus,,,Corylus americana,Corylus americana  
PI 617275,OSU 557.138 Massachusetts,Corylus americana Marshall,"Oregon, United States",COR,,Add to cart,2000,DONATED,5/3/2000,,,,,WILD,,1604592,PI 617275,Corylus,,,Corylus americana,Corylus americana  
PI 617276,OSU 557.153 Wisconsin,Corylus americana Marshall,"Oregon, United States",COR,,Add to cart,2000,DONATED,5/3/2000,,,,,WILD,,1604593,PI 617276,Corylus,,,Corylus americana,Corylus americana  
PI 617277,OSU 557.190 Massachusetts,Corylus americana Marshall,"Oregon, United States",COR,,Add to cart,2000,DONATED,5/3/2000,,,,,WILD,,1604594,PI 617277,Corylus,,,Corylus americana,Corylus americana  
PI 617278,OSU 558.178 Michigan,Corylus americana Marshall,"Oregon, United States",COR,,Add to cart,2000,DONATED,5/3/2000,,,,,WILD,,1604595,PI 617278,Corylus,,,Corylus americana,Corylus americana  
PI 617279,L. Smith Pioneer Hazelnut,Corylus avellana L.,"Oregon, United States",COR,,Add to cart,2000,COLLECTED,3/8/2000,"Scottsburg, Oregon","43.65417000, -123.81556000",14,,CULTIVAR,,1603149,PI 617279,Corylus,,,Corylus avellana,Corylus avellana  
PI 617280,OSU 99037,Corylus avellana L.,"Oregon, United States",COR,,Add to cart,2000,DONATED,12/13/2000,,,,,BREEDING,,1607106,PI 617280,Corylus,,,Corylus avellana,Corylus avellana  
PI 634201,OSU 440.007,Corylus avellana L.,"Oregon, United States",COR,,Add to cart,2001,DONATED,3/30/2001,,,,,CULTIVAR,,1616880,PI 634201,Corylus,,,Corylus avellana,Corylus avellana  
PI 637848,Nutwasher,Corylus  hybr.,"British Columbia, Canada",COR,,Add to cart,2001,DEVELOPED,,,,,,CULTIVAR,,1612410,PI 637848,Corylus,,,Corylus hybr.,Corylus hybr.  
PI 637849,Super Big Red,Corylus  hybr.,"British Columbia, Canada",COR,,Add to cart,2001,DEVELOPED,,,,,,CULTIVAR,,1612411,PI 637849,Corylus,,,Corylus hybr.,Corylus hybr.  
PI 637850,Large Early,Corylus  hybr.,"British Columbia, Canada",COR,,Add to cart,2001,DEVELOPED,,,,,,CULTIVAR,,1612412,PI 637850,Corylus,,,Corylus hybr.,Corylus hybr.  
PI 637851,Gellatly Special,Corylus  hybr.,"British Columbia, Canada",COR,,Add to cart,2001,DEVELOPED,,,,,,CULTIVAR,,1612413,PI 637851,Corylus,,,Corylus hybr.,Corylus hybr.  
PI 637852,C. cornuta Peace River,Corylus cornuta Marshall,"British Columbia, Canada",COR,,Add to cart,2001,DONATED,1/25/2001,,,,,CULTIVAR,,1612414,PI 637852,Corylus,,,Corylus cornuta,Corylus cornuta  
PI 637853,Nearoka,Corylus  hybr.,"British Columbia, Canada",COR,,Add to cart,2001,DEVELOPED,,,,,,CULTIVAR,,1612416,PI 637853,Corylus,,,Corylus hybr.,Corylus hybr.  
PI 637854,SE 3,Corylus  hybr.,"British Columbia, Canada",COR,,Add to cart,2001,DEVELOPED,,,,,,CULTIVAR,,1612417,PI 637854,Corylus,,,Corylus hybr.,Corylus hybr.  
PI 637855,SE 4,Corylus  hybr.,"British Columbia, Canada",COR,,Add to cart,2001,DEVELOPED,,,,,,CULTIVAR,,1612418,PI 637855,Corylus,,,Corylus hybr.,Corylus hybr.  
PI 637856,SE 6,Corylus  hybr.,"British Columbia, Canada",COR,,Add to cart,2001,DEVELOPED,,,,,,CULTIVAR,,1612420,PI 637856,Corylus,,,Corylus hybr.,Corylus hybr.  
PI 637857,SE 7,Corylus  hybr.,"British Columbia, Canada",COR,,Add to cart,2001,DEVELOPED,,,,,,CULTIVAR,,1612421,PI 637857,Corylus,,,Corylus hybr.,Corylus hybr.  
PI 637858,SE 9,Corylus  hybr.,"British Columbia, Canada",COR,,Add to cart,2001,DEVELOPED,,,,,,CULTIVAR,,1612422,PI 637858,Corylus,,,Corylus hybr.,Corylus hybr.  
PI 637859,SE 15,Corylus  hybr.,"British Columbia, Canada",COR,,Add to cart,2001,DEVELOPED,,,,,,CULTIVAR,,1612423,PI 637859,Corylus,,,Corylus hybr.,Corylus hybr.  
PI 637862,'Yamhill',Corylus avellana L.,"Oregon, United States",COR,,Add to cart,2001,DONATED,3/30/2001,,,,,CULTIVAR,"Hazelnut released by S. Mehlenbacher from Oregon State University with Gassaway resistance to Eastern Filbert Blight (EFB).  A high yielding cultivar for the kernel market. A cross of OSU 296.082 x VR 8-32 made in 1990. OSU 296.082 is a seedling from a cross of OSU 17.068 (= Barcelona x Tombul Ghiaghli) x Willamette, and VR 8-32 is from a cross of the Sicilian cultivar Montebello x Gassaway. Compared to Barcelona, Yamhill is a smaller tree with higher nut yields per tree and a much higher yield efficiency. Nuts of Yamhill are smaller (2.3 g) than those of Barcelona (3.8 g) and have a higher percent kernel (49% vs 43%). Nuts fall free of the husk at maturity and can be mechanically harvested about 10 days earlier than Barcelona. The kernels fill the nuts well even with a heavy crop. Raw kernels are attractive, having little fiber on their light brown pellicles. Blanching ratings are equal to Barcelona, indicating that about half ot the pellicle is removed by dry heat. Kernel quality is suitable for many end uses, and it competitive with kernels imported from Turkey. 'Yamhill' has complete resistance to eastern filbert blight conferred by a dominant allele from 'Gasaway', and has incompatibility alleles S8 and S26. 'Yamhill' was released as a public cultivar and may be propagated without restriction.   The Oregon Agricultural Experiment Station announces the release of a new hazelnut (Corylus avellana L.) cultivar 'Yamhill' for the kernel market with high nut yields, early-maturing nuts, high percent kernel, very good kernel quality, resistance to bud mite (primarily Phytoptus avellanae Nal.), and complete resistance to eastern filbert blight caused by Anisogramma anomala (Peck) E. Muller.   'Yamhill' (OSU 542.102) resulted from a cross of OSU 296.082 x VR 8-32 made in 1990.  OSU 296.082 is a seedling from a cross of OSU 17.068 (= 'Barcelona' x 'Tombul Ghiaghli') x 'Willamette', and VR 8-32 is from a cross of the Sicilian cultivar 'Montebello' and the obsolete pollinizer 'Gasaway'.  Compared to the standard 'Barcelona', 'Yamhill' has smaller trees, higher nut yields per tree, and much higher nut yield efficiency.  Nuts of 'Yamhill' are smaller (2.3 g) than those of 'Barcelona' (3.8 g) and have a higher percent kernel (49% vs. 43%).  The nuts fall free of the husk at maturity and can be mechanically harvested 10 to 15 days earlier than 'Barcelona'.  The kernels fill the nuts well even with a heavy crop.  Raw kernels are attractive, having little fiber on their light brown pellicles.  Blanching ratings are equal to 'Barcelona', indicating that about half of the pellicle is removed by dry heat.  Kernel quality is suitable for many end uses, and is competitive with kernels imported from Turkey.  The frequency of blanks, poorly filled nuts, and doubles is less than for 'Barcelona'.  'Yamhill' has a low frequency of moldy kernels, which was especially striking in 2005 when mold was a problem on 'Lewis' and many other genotypes.  'Yamhill' has complete resistance to eastern filbert blight, conferred by a dominant allele from 'Gasaway'.  'Yamhill' has incompatibility alleles S8 and S26.  Both alleles are expressed in the stigmas, but only S8 is expressed in the pollen.  Pollen shed and female receptivity occur early in the season, about with 'Barcelona'.  Pollinizers that shed pollen in early midseason are recommended.  We recommend one-third each of 'Gamma' (S2 S10) and 'Santiam' (S3 S15) which shed pollen early in the season and have a short shedding time.  For the remaining third, a mixture of later-shedding types is recommended, of which several are suitable:  'Delta' (S1 S15), 'Epsilon' (S1 S4), 'Zeta' (S1 S1) and OSU 703.007 (S1 S3).  All four have complete resistance to eastern filbert blight.",1616882,PI 637862,Corylus,,,Corylus avellana,Corylus avellana  
PI 637873,'Pruhovany',Corylus avellana L.,"Oregon, United States",COR,,Add to cart,2001,DONATED,1-Feb,,,,,CULTIVAR,,1616885,PI 637873,Corylus,,,Corylus avellana,Corylus avellana  
PI 637874,'Rimsky',Corylus avellana L.,"Oregon, United States",COR,,Add to cart,2001,DONATED,1-Feb,,,,,CULTIVAR,,1616886,PI 637874,Corylus,,,Corylus avellana,Corylus avellana  
PI 637876,'d'Algers',Corylus avellana L.,"Oregon, United States",COR,,Add to cart,2001,DONATED,1-Feb,,,,,CULTIVAR,,1616888,PI 637876,Corylus,,,Corylus avellana,Corylus avellana  
PI 637882,'Gamma',Corylus avellana L.,"Oregon, United States",COR,,Add to cart,2002,DEVELOPED,1/22/2002,,,,,CULTIVAR,"'Gamma' (OSU589.028) Hazelnut Pollinizer Cultivar Flowering characteristics  - Incompatibility alleles: S2S10 (only S10 expressed in the pollen)  - Time of pollen shed: Midseason (about the same time as 'Daviana')  - Catkin density: Many catkins  - Duration of pollen shed: Short Nut characteristics (Figure 2)  - Size: Slightly larger than 'Casina'  - Blanching: Poor removal of pellicle  - Maturity: Few days before 'Barcelona'  Pest tolerance  - Eastern filbert blight: Complete resistance from 'Gasaway'  - Kernel mold: Very low  - Big bud mite: Intermediate (similar to 'Casina') Important note: This cultivar should not be used as the only pollinizer in a planting. It is a suitable pollinizer for 'Lewis' and 'Barcelona', blooms too early for 'Clark', and is incompatible with 'Casina'. The seedling tree growth was vigorous.",1636822,PI 637882,Corylus,,,Corylus avellana,Corylus avellana  
PI 637883,'Delta',Corylus avellana L.,"Oregon, United States",COR,,Add to cart,2002,DEVELOPED,1/22/2002,,,,,CULTIVAR,,1636823,PI 637883,Corylus,,,Corylus avellana,Corylus avellana  
PI 637884,'Epsilon',Corylus avellana L.,"Oregon, United States",COR,,Add to cart,2002,DEVELOPED,1/22/2002,,,,,CULTIVAR,,1636824,PI 637884,Corylus,,,Corylus avellana,Corylus avellana  
PI 637885,'Zeta',Corylus avellana L.,"Oregon, United States",COR,,Add to cart,2002,DEVELOPED,1/22/2002,,,,,CULTIVAR,,1636825,PI 637885,Corylus,,,Corylus avellana,Corylus avellana  
PI 637886,C. cornuta OSU 661.081 Manitoba,Corylus cornuta Marshall,"Manitoba, Canada",COR,,Add to cart,2002,COLLECTED,,,,0,,CULTIVAR,,1640899,PI 637886,Corylus,,,Corylus cornuta,Corylus cornuta  
PI 637887,C. cornuta OSU 662.006 Saskatchewan,Corylus cornuta Marshall,"Saskatchewan, Canada",COR,,Add to cart,2002,COLLECTED,,,,0,,CULTIVAR,,1640902,PI 637887,Corylus,,,Corylus cornuta,Corylus cornuta  
PI 637888,C. cornuta OSU 662.084 New York,Corylus cornuta Marshall,"New York, United States",COR,,Add to cart,2002,COLLECTED,,,,0,,CULTIVAR,,1640903,PI 637888,Corylus,,,Corylus cornuta,Corylus cornuta  
PI 637894,C. cornuta CC2.50 Minnesota,Corylus cornuta Marshall,"Oregon, United States",COR,,Add to cart,2002,DONATED,11/26/2002,,,,,BREEDING,,1641991,PI 637894,Corylus,,,Corylus cornuta,Corylus cornuta  
PI 637895,C. cornuta CC3.01 New York,Corylus cornuta Marshall,"Oregon, United States",COR,,Add to cart,2002,DONATED,11/26/2002,,,,,BREEDING,,1641992,PI 637895,Corylus,,,Corylus cornuta,Corylus cornuta  
PI 637898,C. cornuta CC3.113 Quebec,Corylus cornuta Marshall,"Oregon, United States",COR,,Add to cart,2002,DONATED,11/26/2002,,,,,BREEDING,,1641995,PI 637898,Corylus,,,Corylus cornuta,Corylus cornuta  
PI 637900,C. cornuta CC4.53 Manitoba,Corylus cornuta Marshall,"Oregon, United States",COR,,Add to cart,2002,DONATED,11/26/2002,,,,,BREEDING,,1641997,PI 637900,Corylus,,,Corylus cornuta,Corylus cornuta  
PI 637909,'Purple Aveline',Corylus avellana L.,"Oregon, United States",COR,,Add to cart,2003,DONATED,5/23/2003,,,,,CULTIVAR,"see PI 22483: From Nevada City, Cal. Purchased from Mrs. Felix Gillet, Barren Hill Nurseries. Received at the Plant Introduction Garden, Chico, Cal., March 18, 1908.",1646451,PI 637909,Corylus,,,Corylus avellana,Corylus avellana  
PI 641130,VR 11-27,Corylus avellana L.,"Oregon, United States",COR,,Add to cart,2002,DONATED,4/4/2002,,,,,BREEDING,,1636820,PI 641130,Corylus,,,Corylus avellana,Corylus avellana  
PI 641131,VR 20-11,Corylus avellana L.,"Oregon, United States",COR,,Add to cart,2002,DONATED,4/4/2002,,,,,BREEDING,,1636821,PI 641131,Corylus,,,Corylus avellana,Corylus avellana  
PI 641150,"C. americana - Plymouth, Illinois",Corylus americana Marshall,"Illinois, United States",COR,,Add to cart,2004,COLLECTED,8/25/2004,,,,,WILD,,1662875,PI 641150,Corylus,,,Corylus americana,Corylus americana  
PI 641155,'Yoder No.5',Corylus  hybr.,"Ohio, United States",COR,,Add to cart,2005,DEVELOPED,,,,,,BREEDING,,1672287,PI 641155,Corylus,,,Corylus hybr.,Corylus hybr.  
PI 654967,C. californica B0849 Benton County,Corylus californica (A. DC.) Rose,"Oregon, United States",COR,,Add to cart,2006,COLLECTED,11/10/1984,"Prairie Peak, Benton County side of peak.","44.27760000, -123.60810000",980,"Soil shallow residual, Basalt",WILD,"Scions or suckers collected from 'Prairie Peak' site (Prairie Mountain), on property owned by Weyerhaeuser in Lane County, Oregon by D.M. Brenner (accompanied by C. Johannessen and M. Thompson) on 10 November,1984 from a native hazelnut tree with superior nut production as reported in his Masters Thesis presented to the University of Oregon in 1986.",1699359,PI 654967,Corylus,,,Corylus californica,Corylus californica  
PI 654968,C. californica B0025 Lane County,Corylus californica (A. DC.) Rose,"Oregon, United States",COR,,Add to cart,2006,COLLECTED,11/10/1984,"Alderwood (Oregon State Wayside), Lane County","44.15216000, -123.42583000",180,"Soil deep residual, Basalt",WILD,"Scions or suckers collected from 'Alderwood' site, an Oregon State Park in Lane County, Oregon by D.M. Brenner (accompanied by C. Johannessen and M. Thompson) on 10 November, 1984 from a native hazelnut tree with superior nut production as reported in his Masters Thesis presented to the University of Oregon in 1986.",1699360,PI 654968,Corylus,,,Corylus californica,Corylus californica  
PI 654970,C. californica B0437 Lane County,Corylus californica (A. DC.) Rose,"Oregon, United States",COR,,Add to cart,2006,COLLECTED,11/10/1984,"Alderwood (Oregon State Wayside), Lane County","44.15216000, -123.42583000",180,"Soil deep residual, Basalt",WILD,"Scions or suckers collected from 'Alderwood' site, an Oregon State Park in Lane County, Oregon by D.M. Brenner (accompanied by C. Johannessen and M. Thompson) on 10 November, 1984 from a native hazelnut tree with superior nut production as reported in his Masters Thesis presented to the University of Oregon in 1986.",1699362,PI 654970,Corylus,,,Corylus californica,Corylus californica  
PI 654972,C. californica B0509 Lane County,Corylus californica (A. DC.) Rose,"Oregon, United States",COR,,Add to cart,2006,COLLECTED,2/4/1985,"Salt Creek, Willamette National Forest, Lane County.","44.21680000, -122.34300000",530,Soil deep alluvium,WILD,"Scions or suckers collected from 'Salt Creek' site, in the Willamette National Forest, Lane County, Oregon by D.M. Brenner on 4 February, 1985 from a native hazelnut tree with superior nut production as reported in his Masters Thesis presented to the University of Oregon in 1986.",1699364,PI 654972,Corylus,,,Corylus californica,Corylus californica  
