TAXON,GENUS,SPECIES,RANK,INFRASPECIFIC,ECO_NAME
Fragaria vesca,Fragaria,Fragaria vesca,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Fragaria virginiana,Fragaria,Fragaria virginiana,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Hordeum jubatum,Hordeum,Hordeum jubatum,,,Canadian Rocky Mountains
Fragaria virginiana,Fragaria,Fragaria virginiana,,,Boreal Shield
Gaylussacia baccata,Gaylussacia,Gaylussacia baccata,,,Northern Appalachian / Acadian
Fragaria virginiana,Fragaria,Fragaria virginiana,,,Montane Cordillera
Fritillaria affinis,Fritillaria,Fritillaria affinis,,,Okanagan
Honckenya peploides,Honckenya,Honckenya peploides,,,Pacific Northwest Coast
Fragaria virginiana,Fragaria,Fragaria virginiana,,,Great Lakes
Gaultheria shallon,Gaultheria,Gaultheria shallon,,,North Cascades
Fragaria virginiana,Fragaria,Fragaria virginiana,,,North Cascades
Gaultheria ovatifolia,Gaultheria,Gaultheria ovatifolia,,,North Cascades
Gaultheria procumbens,Gaultheria,Gaultheria procumbens,,,Northern Tallgrass Prairie
Humulus lupulus,Humulus,Humulus lupulus,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Erythronium americanum,Erythronium,Erythronium americanum,,,Great Lakes
Fraxinus nigra,Fraxinus,Fraxinus nigra,,,Great Lakes
Hordeum jubatum,Hordeum,Hordeum jubatum,,,Boreal Plains
Hamamelis virginiana,Hamamelis,Hamamelis virginiana,,,St. Lawrence - Champlain Valley
Hamamelis virginiana,Hamamelis,Hamamelis virginiana,,,Northern Appalachian / Acadian
Fraxinus pennsylvanica,Fraxinus,Fraxinus pennsylvanica,,,Northern Tallgrass Prairie
Humulus lupulus,Humulus,Humulus lupulus,,,Montane Cordillera
Frangula purshiana,Frangula,Frangula purshiana,,,North Cascades
Fraxinus nigra,Fraxinus,Fraxinus nigra,,,Northern Appalachian / Acadian
Honckenya peploides,Honckenya,Honckenya peploides,,,Northern Appalachian / Acadian
Fragaria virginiana,Fragaria,Fragaria virginiana,,,Boreal Plains
Fraxinus americana,Fraxinus,Fraxinus americana,,,Northern Appalachian / Acadian
Fragaria virginiana,Fragaria,Fragaria virginiana,,,Aspen Parkland
Helianthus tuberosus,Helianthus,Helianthus tuberosus,,,Great Lakes
Erythronium americanum,Erythronium,Erythronium americanum,,,Boreal Shield
Frangula purshiana,Frangula,Frangula purshiana,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Fragaria virginiana,Fragaria,Fragaria virginiana,,,Superior Mixed Forest
Humulus lupulus,Humulus,Humulus lupulus,,,St. Lawrence - Champlain Valley
Humulus lupulus,Humulus,Humulus lupulus,,,Okanagan
Humulus lupulus,Humulus,Humulus lupulus,,,Canadian Rocky Mountains
Hordeum jubatum,Hordeum,Hordeum jubatum,,,Boreal Cordillera
Hordeum jubatum,Hordeum,Hordeum jubatum,,,Fescue-Mixed Grass Prairie
Fragaria virginiana,Fragaria,Fragaria virginiana,,,Taiga Plains
Fragaria virginiana,Fragaria,Fragaria virginiana,,,Pacific Northwest Coast
Humulus lupulus,Humulus,Humulus lupulus,,,Fescue-Mixed Grass Prairie
Gaillardia aristata,Gaillardia,Gaillardia aristata,,,Northern Great Plains Steppe
Gaultheria procumbens,Gaultheria,Gaultheria procumbens,,,Superior Mixed Forest
Hordeum jubatum,Hordeum,Hordeum jubatum,,,Boreal Shield
Fraxinus pennsylvanica,Fraxinus,Fraxinus pennsylvanica,,,St. Lawrence - Champlain Valley
Holodiscus discolor,Holodiscus,Holodiscus discolor,,,North Cascades
Helianthus decapetalus,Helianthus,Helianthus decapetalus,,,Great Lakes
Fragaria vesca,Fragaria,Fragaria vesca,,,North Cascades
Honckenya peploides,Honckenya,Honckenya peploides,,,Boreal Shield
Erythronium oregonum,Erythronium,Erythronium oregonum,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Gaillardia aristata,Gaillardia,Gaillardia aristata,,,Canadian Rocky Mountains
Gaultheria ovatifolia,Gaultheria,Gaultheria ovatifolia,,,Canadian Rocky Mountains
Helianthus laetiflorus,Helianthus,Helianthus laetiflorus,,,Great Lakes
Gaylussacia baccata,Gaylussacia,Gaylussacia baccata,,,Boreal Shield
Fraxinus nigra,Fraxinus,Fraxinus nigra,,,Boreal Shield
Helianthus maximiliani,Helianthus,Helianthus maximiliani,,,Fescue-Mixed Grass Prairie
Gaultheria hispidula,Gaultheria,Gaultheria hispidula,,,Canadian Rocky Mountains
Helianthus maximiliani,Helianthus,Helianthus maximiliani,,,Northern Tallgrass Prairie
Fragaria vesca,Fragaria,Fragaria vesca,,,Great Lakes
Fritillaria pudica,Fritillaria,Fritillaria pudica,,,Okanagan
Fritillaria camschatcensis,Fritillaria,Fritillaria camschatcensis,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Helianthus annuus,Helianthus,Helianthus annuus,,,Northern Appalachian / Acadian
Humulus lupulus,Humulus,Humulus lupulus,,,North Cascades
Helianthus divaricatus,Helianthus,Helianthus divaricatus,,,Great Lakes
Hedysarum boreale,Hedysarum,Hedysarum boreale,,,Aspen Parkland
Fragaria virginiana,Fragaria,Fragaria virginiana,,,Northern Tallgrass Prairie
Humulus lupulus,Humulus,Humulus lupulus,,,Pacific Northwest Coast
Hordeum jubatum,Hordeum,Hordeum jubatum,,,Northern Appalachian / Acadian
Humulus lupulus,Humulus,Humulus lupulus,,,Northern Great Plains Steppe
Fragaria virginiana,Fragaria,Fragaria virginiana,,,Northern Great Plains Steppe
Gaillardia aristata,Gaillardia,Gaillardia aristata,,,Fescue-Mixed Grass Prairie
Frangula purshiana,Frangula,Frangula purshiana,,,Okanagan
Helianthus tuberosus,Helianthus,Helianthus tuberosus,,,Northern Appalachian / Acadian
Frangula purshiana,Frangula,Frangula purshiana,,,Canadian Rocky Mountains
Humulus lupulus,Humulus,Humulus lupulus,,,Great Lakes
Hedysarum boreale,Hedysarum,Hedysarum boreale,,,Canadian Rocky Mountains
Fritillaria affinis,Fritillaria,Fritillaria affinis,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Helianthus giganteus,Helianthus,Helianthus giganteus,,,Great Lakes
Helianthus annuus,Helianthus,Helianthus annuus,,,Great Lakes
Hordeum jubatum,Hordeum,Hordeum jubatum,,,Western Taiga Shield
Fraxinus americana,Fraxinus,Fraxinus americana,,,St. Lawrence - Champlain Valley
Fraxinus pennsylvanica,Fraxinus,Fraxinus pennsylvanica,,,Superior Mixed Forest
Hedysarum sulphurescens,Hedysarum,Hedysarum sulphurescens,,,Canadian Rocky Mountains
Hordeum jubatum,Hordeum,Hordeum jubatum,,,Montane Cordillera
Juglans cinerea,Juglans,Juglans cinerea,,,Northern Appalachian / Acadian
Helianthus tuberosus,Helianthus,Helianthus tuberosus,,,St. Lawrence - Champlain Valley
Fraxinus americana,Fraxinus,Fraxinus americana,,,Boreal Shield
Helianthus pauciflorus subsp. subrhomboideus,Helianthus,Helianthus pauciflorus,subsp.,subrhomboideus,Superior Mixed Forest
Helianthus annuus,Helianthus,Helianthus annuus,,,Okanagan
Helianthus annuus,Helianthus,Helianthus annuus,,,North Cascades
Helianthus strumosus,Helianthus,Helianthus strumosus,,,Great Lakes
Erythronium grandiflorum,Erythronium,Erythronium grandiflorum,,,Canadian Rocky Mountains
Helianthus annuus,Helianthus,Helianthus annuus,,,Pacific Northwest Coast
Hedysarum boreale,Hedysarum,Hedysarum boreale,,,Boreal Plains
Fraxinus pennsylvanica,Fraxinus,Fraxinus pennsylvanica,,,Northern Appalachian / Acadian
Juglans cinerea,Juglans,Juglans cinerea,,,Boreal Shield
Frangula purshiana,Frangula,Frangula purshiana,,,Pacific Northwest Coast
Gaultheria ovatifolia,Gaultheria,Gaultheria ovatifolia,,,Pacific Northwest Coast
Festuca occidentalis,Festuca,Festuca occidentalis,,,Canadian Rocky Mountains
Holodiscus discolor,Holodiscus,Holodiscus discolor,,,Canadian Rocky Mountains
Helianthus annuus,Helianthus,Helianthus annuus,,,St. Lawrence - Champlain Valley
Humulus lupulus,Humulus,Humulus lupulus,,,Northern Appalachian / Acadian
Helianthus pauciflorus,Helianthus,Helianthus pauciflorus,,,Great Lakes
Gaultheria hispidula,Gaultheria,Gaultheria hispidula,,,Superior Mixed Forest
Fraxinus pennsylvanica,Fraxinus,Fraxinus pennsylvanica,,,Boreal Plains
Fragaria virginiana,Fragaria,Fragaria virginiana,,,Fescue-Mixed Grass Prairie
Helianthus tuberosus,Helianthus,Helianthus tuberosus,,,Northern Tallgrass Prairie
Fragaria vesca,Fragaria,Fragaria vesca,,,Pacific Northwest Coast
Hedysarum boreale,Hedysarum,Hedysarum boreale,,,Yukon Plateau And Flats
Fragaria chiloensis,Fragaria,Fragaria chiloensis,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Helianthus divaricatus,Helianthus,Helianthus divaricatus,,,Boreal Shield
Hordeum jubatum,Hordeum,Hordeum jubatum,,,Aspen Parkland
Fraxinus pennsylvanica,Fraxinus,Fraxinus pennsylvanica,,,Aspen Parkland
Fragaria chiloensis,Fragaria,Fragaria chiloensis,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Gaultheria humifusa,Gaultheria,Gaultheria humifusa,,,Canadian Rocky Mountains
Helianthus decapetalus,Helianthus,Helianthus decapetalus,,,St. Lawrence - Champlain Valley
Fragaria vesca,Fragaria,Fragaria vesca,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Gaultheria hispidula,Gaultheria,Gaultheria hispidula,,,Montane Cordillera
Helianthus maximiliani,Helianthus,Helianthus maximiliani,,,Great Lakes
Humulus lupulus,Humulus,Humulus lupulus,,,Boreal Shield
Hordeum jubatum,Hordeum,Hordeum jubatum,,,Taiga Plains
Helianthus petiolaris,Helianthus,Helianthus petiolaris,,,Northern Great Plains Steppe
Fragaria vesca,Fragaria,Fragaria vesca,,,Northern Appalachian / Acadian
Fragaria vesca,Fragaria,Fragaria vesca,,,St. Lawrence - Champlain Valley
Helianthus annuus,Helianthus,Helianthus annuus,,,Fescue-Mixed Grass Prairie
Hordeum jubatum,Hordeum,Hordeum jubatum,,,Northern Great Plains Steppe
Helianthus tuberosus,Helianthus,Helianthus tuberosus,,,Boreal Shield
Helianthus pauciflorus,Helianthus,Helianthus pauciflorus,,,Aspen Parkland
Hordeum jubatum,Hordeum,Hordeum jubatum,,,Great Lakes
Gaillardia aristata,Gaillardia,Gaillardia aristata,,,Montane Cordillera
Fragaria vesca,Fragaria,Fragaria vesca,,,Aspen Parkland
Hedysarum boreale,Hedysarum,Hedysarum boreale,,,Fescue-Mixed Grass Prairie
Hordeum jubatum,Hordeum,Hordeum jubatum,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Hordeum jubatum,Hordeum,Hordeum jubatum,,,Okanagan
Helianthus annuus,Helianthus,Helianthus annuus,,,Northern Tallgrass Prairie
Erythronium americanum,Erythronium,Erythronium americanum,,,St. Lawrence - Champlain Valley
Gaultheria hispidula,Gaultheria,Gaultheria hispidula,,,Hudson Plains
Erythronium grandiflorum,Erythronium,Erythronium grandiflorum,,,Okanagan
Erythronium grandiflorum,Erythronium,Erythronium grandiflorum,,,North Cascades
Helianthus annuus,Helianthus,Helianthus annuus,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Honckenya peploides,Honckenya,Honckenya peploides,,,Southern Arctic
Honckenya peploides,Honckenya,Honckenya peploides,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Hordeum jubatum,Hordeum,Hordeum jubatum,,,St. Lawrence - Champlain Valley
Helianthus annuus,Helianthus,Helianthus annuus,,,Boreal Shield
Fritillaria camschatcensis,Fritillaria,Fritillaria camschatcensis,,,Pacific Northwest Coast
Hosackia pinnata,Hosackia,Hosackia pinnata,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Festuca altaica,Festuca,Festuca altaica,,,Yukon Plateau And Flats
Fritillaria camschatcensis,Fritillaria,Fritillaria camschatcensis,,,North Cascades
Helianthus strumosus,Helianthus,Helianthus strumosus,,,St. Lawrence - Champlain Valley
Fragaria ananassa,Fragaria,Fragaria ananassa,,,Aspen Parkland
Fraxinus nigra,Fraxinus,Fraxinus nigra,,,Superior Mixed Forest
Hedysarum boreale,Hedysarum,Hedysarum boreale,,,Northern Great Plains Steppe
Helianthus pauciflorus,Helianthus,Helianthus pauciflorus,,,Canadian Rocky Mountains
Festuca rubra,Festuca,Festuca rubra,,,St. Lawrence - Champlain Valley
Helianthus divaricatus,Helianthus,Helianthus divaricatus,,,St. Lawrence - Champlain Valley
Helianthus annuus,Helianthus,Helianthus annuus,,,Northern Great Plains Steppe
Honckenya peploides,Honckenya,Honckenya peploides,,,Hudson Plains
Fragaria vesca,Fragaria,Fragaria vesca,,,Fescue-Mixed Grass Prairie
Helianthus annuus,Helianthus,Helianthus annuus,,,Aspen Parkland
Fragaria vesca,Fragaria,Fragaria vesca,,,Boreal Plains
Helianthus pauciflorus,Helianthus,Helianthus pauciflorus,,,Superior Mixed Forest
Erythronium grandiflorum,Erythronium,Erythronium grandiflorum,,,Pacific Northwest Coast
Honckenya peploides,Honckenya,Honckenya peploides,,,Eastern Taiga Shield
Hordeum jubatum,Hordeum,Hordeum jubatum,,,Eastern Taiga Shield
Hedysarum occidentale,Hedysarum,Hedysarum occidentale,,,Pacific Northwest Coast
Gaultheria ovatifolia,Gaultheria,Gaultheria ovatifolia,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Fragaria vesca,Fragaria,Fragaria vesca,,,Canadian Rocky Mountains
Gaultheria ovatifolia,Gaultheria,Gaultheria ovatifolia,,,Okanagan
Honckenya peploides,Honckenya,Honckenya peploides,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Festuca subulata,Festuca,Festuca subulata,,,Pacific Northwest Coast
Helianthus maximiliani,Helianthus,Helianthus maximiliani,,,Superior Mixed Forest
Fragaria vesca subsp. americana,Fragaria,Fragaria vesca,subsp.,americana,St. Lawrence - Champlain Valley
Hordeum jubatum,Hordeum,Hordeum jubatum,,,Superior Mixed Forest
Helianthus pauciflorus,Helianthus,Helianthus pauciflorus,,,Northern Tallgrass Prairie
Fragaria vesca,Fragaria,Fragaria vesca,,,Boreal Shield
Hordeum brachyantherum,Hordeum,Hordeum brachyantherum,,,Pacific Northwest Coast
Festuca rubra,Festuca,Festuca rubra,,,Pacific Northwest Coast
Festuca occidentalis,Festuca,Festuca occidentalis,,,Montane Cordillera
Helianthus hirsutus,Helianthus,Helianthus hirsutus,,,Great Lakes
Helianthus nuttallii,Helianthus,Helianthus nuttallii,,,Boreal Plains
Fragaria virginiana subsp. virginiana,Fragaria,Fragaria virginiana,subsp.,virginiana,Hudson Plains
Helianthus nuttallii,Helianthus,Helianthus nuttallii,,,Fescue-Mixed Grass Prairie
Helianthus strumosus,Helianthus,Helianthus strumosus,,,Boreal Shield
Helianthus petiolaris,Helianthus,Helianthus petiolaris,,,Canadian Rocky Mountains
Gaultheria humifusa,Gaultheria,Gaultheria humifusa,,,North Cascades
Gaultheria humifusa,Gaultheria,Gaultheria humifusa,,,Okanagan
Gaultheria humifusa,Gaultheria,Gaultheria humifusa,,,Pacific Northwest Coast
Helianthus petiolaris,Helianthus,Helianthus petiolaris,,,Aspen Parkland
Hedysarum boreale,Hedysarum,Hedysarum boreale,,,Boreal Cordillera
Festuca rubra,Festuca,Festuca rubra,,,Northern Appalachian / Acadian
Festuca subulata,Festuca,Festuca subulata,,,Montane Cordillera
Fragaria vesca subsp. bracteata,Fragaria,Fragaria vesca,subsp.,bracteata,Boreal Cordillera
Fragaria virginiana subsp. glauca,Fragaria,Fragaria virginiana,subsp.,glauca,Canadian Rocky Mountains
Erythronium americanum,Erythronium,Erythronium americanum,,,Northern Appalachian / Acadian
Gaillardia aristata,Gaillardia,Gaillardia aristata,,,Boreal Plains
Gaylussacia baccata,Gaylussacia,Gaylussacia baccata,,,St. Lawrence - Champlain Valley
Fraxinus nigra,Fraxinus,Fraxinus nigra,,,Boreal Plains
Helianthus pauciflorus subsp. subrhomboideus,Helianthus,Helianthus pauciflorus,subsp.,subrhomboideus,Great Lakes
Gaultheria humifusa,Gaultheria,Gaultheria humifusa,,,Montane Cordillera
Gaillardia aristata,Gaillardia,Gaillardia aristata,,,Superior Mixed Forest
Erythronium oregonum,Erythronium,Erythronium oregonum,,,Pacific Northwest Coast
Festuca subulata,Festuca,Festuca subulata,,,North Cascades
Honckenya peploides,Honckenya,Honckenya peploides,,,Northern Arctic
Gaillardia aristata,Gaillardia,Gaillardia aristata,,,Northern Tallgrass Prairie
Hosackia gracilis,Hosackia,Hosackia gracilis,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Helianthus tuberosus,Helianthus,Helianthus tuberosus,,,Superior Mixed Forest
Erythronium revolutum,Erythronium,Erythronium revolutum,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Fragaria virginiana,Fragaria,Fragaria virginiana,,,Yukon Plateau And Flats
Helianthus pauciflorus,Helianthus,Helianthus pauciflorus,,,Boreal Plains
Humulus lupulus var. lupuloides,Humulus,Humulus lupulus,var.,lupuloides,Superior Mixed Forest
Helianthus petiolaris,Helianthus,Helianthus petiolaris,,,Fescue-Mixed Grass Prairie
Hordeum jubatum,Hordeum,Hordeum jubatum,,,Yukon Plateau And Flats
Festuca occidentalis,Festuca,Festuca occidentalis,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Helianthus pauciflorus subsp. subrhomboideus,Helianthus,Helianthus pauciflorus,subsp.,subrhomboideus,Aspen Parkland
Festuca altaica,Festuca,Festuca altaica,,,Boreal Cordillera
Gaultheria hispidula,Gaultheria,Gaultheria hispidula,,,Boreal Plains
Gaultheria procumbens,Gaultheria,Gaultheria procumbens,,,Boreal Plains
Erythronium revolutum,Erythronium,Erythronium revolutum,,,Pacific Northwest Coast
Hedysarum boreale,Hedysarum,Hedysarum boreale,,,Taiga Plains
Festuca altaica,Festuca,Festuca altaica,,,Alaska Range
Festuca altaica,Festuca,Festuca altaica,,,Taiga Cordillera
Festuca altaica,Festuca,Festuca altaica,,,Montane Cordillera
Fraxinus pennsylvanica,Fraxinus,Fraxinus pennsylvanica,,,Fescue-Mixed Grass Prairie
Fritillaria camschatcensis,Fritillaria,Fritillaria camschatcensis,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Fritillaria camschatcensis,Fritillaria,Fritillaria camschatcensis,,,Boreal Cordillera
Festuca subverticillata,Festuca,Festuca subverticillata,,,Great Lakes
Fritillaria affinis,Fritillaria,Fritillaria affinis,,,Pacific Northwest Coast
Gaultheria hispidula,Gaultheria,Gaultheria hispidula,,,Northern Tallgrass Prairie
Fragaria vesca,Fragaria,Fragaria vesca,,,Superior Mixed Forest
Hordeum brachyantherum,Hordeum,Hordeum brachyantherum,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Hedysarum boreale,Hedysarum,Hedysarum boreale,,,Western Taiga Shield
Festuca rubra,Festuca,Festuca rubra,,,Aspen Parkland
Gaultheria hispidula,Gaultheria,Gaultheria hispidula,,,St. Lawrence - Champlain Valley
Fritillaria affinis,Fritillaria,Fritillaria affinis,,,North Cascades
Fritillaria camschatcensis,Fritillaria,Fritillaria camschatcensis,,,Montane Cordillera
Festuca subuliflora,Festuca,Festuca subuliflora,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Fragaria vesca subsp. americana,Fragaria,Fragaria vesca,subsp.,americana,Boreal Plains
Fragaria vesca,Fragaria,Fragaria vesca,,,Montane Cordillera
Hedysarum boreale,Hedysarum,Hedysarum boreale,,,Boreal Shield
Fritillaria pudica,Fritillaria,Fritillaria pudica,,,Canadian Rocky Mountains
Gaillardia aristata,Gaillardia,Gaillardia aristata,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Fragaria virginiana subsp. glauca,Fragaria,Fragaria virginiana,subsp.,glauca,Boreal Cordillera
Fragaria virginiana subsp. glauca,Fragaria,Fragaria virginiana,subsp.,glauca,Western Taiga Shield
Fragaria ananassa subsp. cuneifolia,Fragaria,Fragaria ananassa,subsp.,cuneifolia,North Cascades
Fragaria ananassa subsp. cuneifolia,Fragaria,Fragaria ananassa,subsp.,cuneifolia,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Fragaria vesca subsp. americana,Fragaria,Fragaria vesca,subsp.,americana,Aspen Parkland
Fragaria virginiana,Fragaria,Fragaria virginiana,,,Western Taiga Shield
Erythronium grandiflorum,Erythronium,Erythronium grandiflorum,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Fragaria virginiana subsp. virginiana,Fragaria,Fragaria virginiana,subsp.,virginiana,St. Lawrence - Champlain Valley
Fragaria virginiana subsp. virginiana,Fragaria,Fragaria virginiana,subsp.,virginiana,Northern Appalachian / Acadian
